poi_id,name,name_en,category,city,country,location,address,osm_tags,osm_id,osm_type,raw_data,_ingestion_timestamp,_city,_category,_source,_layer,rating,review_count,google_place_id,types,_collected_at,_batch,_job_id,_city_tier,_grid_point,_grid_center,_retry_batch
google_ChIJA5HJ7hGrNTERcaP8DdSLw_M,Lẩu Cháo Lẩu Chép,,restaurant,hanoi,VN,"{'lat': 21.0387549, 'lng': 105.815194}",46 Đường Văn Cao,,,,,,,,google_real,,4.1,309.0,ChIJA5HJ7hGrNTERcaP8DdSLw_M,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168977,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJ1TmluhmrNTEROdfCEl0Z8H8,Bún ốc Cổng Xanh,,restaurant,hanoi,VN,"{'lat': 21.0482775, 'lng': 105.8090641}",504 Đường Thụy Khuê,,,,,,,,google_real,,3.8,16.0,ChIJ1TmluhmrNTEROdfCEl0Z8H8,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168979,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJo6f9wgirNTERLc6Fv4Z14Us,Bún Bò Huế O Huyền,,restaurant,hanoi,VN,"{'lat': 21.0429652, 'lng': 105.8237447}",130 Đường Thụy Khuê,,,,,,,,google_real,,3.9,105.0,ChIJo6f9wgirNTERLc6Fv4Z14Us,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168982,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJK4kVLQmrNTERa3tTDtq1fP0,Cutisun Restaurant,,restaurant,hanoi,VN,"{'lat': 21.0413769, 'lng': 105.8233976}",120 Đường Hoàng Hoa Thám,,,,,,,,google_real,,4.2,928.0,ChIJK4kVLQmrNTERa3tTDtq1fP0,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168985,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJD5zRdeqrNTERuawsSNvSTnk,Nemzone,,restaurant,hanoi,VN,"{'lat': 21.0370357, 'lng': 105.8139734}",18 Ngõ 266 Đội Cấn,,,,,,,,google_real,,4.4,25.0,ChIJD5zRdeqrNTERuawsSNvSTnk,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168987,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJtXg7-xKrNTERkQT48jKXVhQ,Nhà Hàng Baba Trường Thịnh,,restaurant,hanoi,VN,"{'lat': 21.0366945, 'lng': 105.8146315}",18 Phố Liễu Giai,,,,,,,,google_real,,3.7,30.0,ChIJtXg7-xKrNTERkQT48jKXVhQ,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168989,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJoQfR5AirNTER90FYP322mG8,Quán Miến Lươn Hạnh,,restaurant,hanoi,VN,"{'lat': 21.0422295, 'lng': 105.8253282}",121E Đường Thụy Khuê,,,,,,,,google_real,,4.1,16.0,ChIJoQfR5AirNTER90FYP322mG8,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168991,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJsRi-3L2rNTERvK2V9ncoONo,Daikon Foods - Restaurant & Café,,restaurant,hanoi,VN,"{'lat': 21.053124, 'lng': 105.809174}",Đường Lạc Long Quân/212A P.Bưởi,,,,,,,,google_real,,4.4,179.0,ChIJsRi-3L2rNTERvK2V9ncoONo,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168993,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJG5S9XhSrNTERRxGdWZiPZuw,Khách sạn Bạch Dương,,restaurant,hanoi,VN,"{'lat': 21.0379379, 'lng': 105.8086991}",459 Phố Đội Cấn,,,,,,,,google_real,,3.8,220.0,ChIJG5S9XhSrNTERRxGdWZiPZuw,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168995,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJ_TP_ThOrNTER0lLElaEE71g,Chè cô Thu & Bánh tráng trộn,,restaurant,hanoi,VN,"{'lat': 21.0355507, 'lng': 105.8132708}",2RP7+68C,,,,,,,,google_real,,4.3,63.0,ChIJ_TP_ThOrNTER0lLElaEE71g,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168997,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJYyVYFw2rNTERex6XtTp8t5w,Nhà Hàng Viptour,,restaurant,hanoi,VN,"{'lat': 21.0354009, 'lng': 105.8194839}",281 Phố Đội Cấn,,,,,,,,google_real,,4.2,14.0,ChIJYyVYFw2rNTERex6XtTp8t5w,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.168998,,mass_20260510_004405,tier1,"1,-1","{'lat': 21.0458, 'lng': 105.8162, 'grid_i': 1, 'grid_j': -1}",
google_ChIJtaF6-LGrNTERlpXJMe2RnmI,Lẩu Riêu Cua,,restaurant,hanoi,VN,"{'lat': 21.0486053, 'lng': 105.8414615}",66 Phó Đức Chính,,,,,,,,google_real,,4.2,386.0,ChIJtaF6-LGrNTERlpXJMe2RnmI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230271,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJdUxfHG6rNTERaMwbIwJAfeY,Quoc Hoa Hanoi Hotel,,restaurant,hanoi,VN,"{'lat': 21.033812, 'lng': 105.847721}",10 Phố Bát Đàn,,,,,,,,google_real,,4.1,380.0,ChIJdUxfHG6rNTERaMwbIwJAfeY,"['real_estate_agency', 'lodging', 'restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230282,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJaxLi_girNTER_V5rnA4MMLI,Quán Bún Chả Ngọc Xuân,,restaurant,hanoi,VN,"{'lat': 21.0419476, 'lng': 105.8257885}",102 Đường Thụy Khuê,,,,,,,,google_real,,4.0,487.0,ChIJaxLi_girNTER_V5rnA4MMLI,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230477,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJHWEfqb6rNTERBlY9sgV_HbY,Nhà Hàng Chả Cá Thúy Hồng,,restaurant,hanoi,VN,"{'lat': 21.0361138, 'lng': 105.8470079}",12 Phố Hàng Gà,,,,,,,,google_real,,3.8,37.0,ChIJHWEfqb6rNTERBlY9sgV_HbY,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230481,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJtVWrW5irNTERzV_6rcWgXW8,KFC,,restaurant,hanoi,VN,"{'lat': 21.0293885, 'lng': 105.8383957}",87 Phố Nguyễn Thái Học,,,,,,,,google_real,,4.5,2436.0,ChIJtVWrW5irNTERzV_6rcWgXW8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230485,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJY_ydqqirNTER_-JPGPWWupk,Nhà Hàng Potomac Hồ Tây,,restaurant,hanoi,VN,"{'lat': 21.0436974, 'lng': 105.8336495}",9b Phố Nguyễn Đình Thi,,,,,,,,google_real,,4.0,215.0,ChIJY_ydqqirNTER_-JPGPWWupk,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230488,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJXa48QVOqNTERG9LH8C089e0,Dân Tộc Quán,,restaurant,hanoi,VN,"{'lat': 21.0602794, 'lng': 105.8336471}",40 Đường Âu Cơ,,,,,,,,google_real,,4.1,220.0,ChIJXa48QVOqNTERG9LH8C089e0,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230490,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJAZJqgq-rNTERuyJhTCNFZuQ,Nhà hàng Namlong Số 1 Trấn Vũ,,restaurant,hanoi,VN,"{'lat': 21.0441371, 'lng': 105.838349}",1 Phố Trấn Vũ,,,,,,,,google_real,,4.0,359.0,ChIJAZJqgq-rNTERuyJhTCNFZuQ,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230492,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJB_GRk62rNTERmJTwHhQ1bFc,KFC,,restaurant,hanoi,VN,"{'lat': 21.0507254, 'lng': 105.8397162}",7A,,,,,,,,google_real,,4.7,2238.0,ChIJB_GRk62rNTERmJTwHhQ1bFc,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230494,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJ7cDNOQ-rNTERmVOcNAGCAic,Sushi - Bánh xèo Nhật Bản Aozora,,restaurant,hanoi,VN,"{'lat': 21.043316, 'lng': 105.8214785}",153 Đường Thụy Khuê,,,,,,,,google_real,,4.2,295.0,ChIJ7cDNOQ-rNTERmVOcNAGCAic,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230497,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJM7qMYLCrNTERU2Xk7kqK7W8,Nhà Hàng Cơm Việt Heritage 63 Phạm Hồng Thái,,restaurant,hanoi,VN,"{'lat': 21.0441001, 'lng': 105.8434961}",63 Phố Phạm Hồng Thái,,,,,,,,google_real,,4.4,262.0,ChIJM7qMYLCrNTERU2Xk7kqK7W8,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230499,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJ-W0lz7CrNTEREyJbN2wgZ3U,A La Carte Restaurant,,restaurant,hanoi,VN,"{'lat': 21.0430392, 'lng': 105.8457637}","21-23 Hang Bun Street, Nguyen Trung Truc Ward, Ba Dinh District, Hanoi City, {{Province",,,,,,,,google_real,,4.1,20.0,ChIJ-W0lz7CrNTEREyJbN2wgZ3U,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230501,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJB29hEaarNTERB5XRaS_VCO4,Nhà Hàng Lion Star,,restaurant,hanoi,VN,"{'lat': 21.0428476, 'lng': 105.8338392}",6 Đường Thụy Khuê,,,,,,,,google_real,,4.1,137.0,ChIJB29hEaarNTERB5XRaS_VCO4,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230503,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJz5OZOaarNTERlqYYYlJn284,Fast Food New Way,,restaurant,hanoi,VN,"{'lat': 21.0425166, 'lng': 105.8326627}","2RVM+233, 17 Đường Thụy Khuê, Thuỵ Khuê",,,,,,,,google_real,,4.0,1.0,ChIJz5OZOaarNTERlqYYYlJn284,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230505,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJTXKJLa6rNTERAHQe6-4CC30,"Standing Bar: Craft Beer, Tapas & Grill",,restaurant,hanoi,VN,"{'lat': 21.046965, 'lng': 105.8402228}",170 Phố Trấn Vũ,,,,,,,,google_real,,4.6,1126.0,ChIJTXKJLa6rNTERAHQe6-4CC30,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230507,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJy0OG0rGrNTERCnV_GkclLok,Phở Cuốn 31,,restaurant,hanoi,VN,"{'lat': 21.0459589, 'lng': 105.8409444}",31 Phố Ngũ Xã,,,,,,,,google_real,,4.2,2464.0,ChIJy0OG0rGrNTERCnV_GkclLok,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230510,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJJaKST6WrNTERutCGdqAqdTA,Hà Nội Quán,,restaurant,hanoi,VN,"{'lat': 21.0423145, 'lng': 105.840224}",11 Nguyễn Biểu,,,,,,,,google_real,,4.1,57.0,ChIJJaKST6WrNTERutCGdqAqdTA,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230512,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJCeG_MrCrNTERAFbyNANCs-Y,Sơn Ca Restaurant,,restaurant,hanoi,VN,"{'lat': 21.0460052, 'lng': 105.841336}",24 Phố Lạc Chính,,,,,,,,google_real,,4.1,58.0,ChIJCeG_MrCrNTERAFbyNANCs-Y,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230515,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJNfNWYKyrNTERnYDHTVa8Spo,The Hanoi Club Hotel & Lake Palais Residences,,restaurant,hanoi,VN,"{'lat': 21.052125, 'lng': 105.836715}",76 Phố Yên Phụ,,,,,,,,google_real,,4.2,448.0,ChIJNfNWYKyrNTERnYDHTVa8Spo,"['casino', 'gym', 'lodging', 'health', 'restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230516,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJXWLXrMGrNTER2RloMNAzizA,Nhà hàng Master Chef,,restaurant,hanoi,VN,"{'lat': 21.04784459999999, 'lng': 105.8415709}",59 Phố Trúc Bạch,,,,,,,,google_real,,3.7,330.0,ChIJXWLXrMGrNTER2RloMNAzizA,"['restaurant', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.230520,,mass_20260510_004405,tier1,"1,0","{'lat': 21.0458, 'lng': 105.8342, 'grid_i': 1, 'grid_j': 0}",
google_ChIJM9PWf7-rNTERnUG3QY4aniQ,Khách sạn Hoa tra 6,,restaurant,hanoi,VN,"{'lat': 21.0334981, 'lng': 105.8524779}",16A Ngõ Trung Yên,,,,,,,,google_real,,4.0,42.0,ChIJM9PWf7-rNTERnUG3QY4aniQ,"['lodging', 'cafe', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",2026-05-10T00:44:07.622175,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJK9ijgb-rNTERLBz8geHutqY,Tirant Hotel,,restaurant,hanoi,VN,"{'lat': 21.0331527, 'lng': 105.8523247}",38 Phố Gia Ngư,,,,,,,,google_real,,4.6,1778.0,ChIJK9ijgb-rNTERLBz8geHutqY,"['night_club', 'bar', 'restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622184,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJORcGYcCrNTER9pKMHVN7CdE,May De Ville Lakeside Hotel,,restaurant,hanoi,VN,"{'lat': 21.0329965, 'lng': 105.8521542}",43 Phố Gia Ngư,,,,,,,,google_real,,4.8,4725.0,ChIJORcGYcCrNTER9pKMHVN7CdE,"['gym', 'laundry', 'travel_agency', 'bar', 'spa', 'restaurant', 'health', 'lodging', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622186,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJx7byy8GrNTERmvUeuxYDUt8,Jura Hanoi French Wine,,restaurant,hanoi,VN,"{'lat': 21.0314247, 'lng': 105.8554849}",18 Phố Lò Sũ,,,,,,,,google_real,,4.7,22.0,ChIJx7byy8GrNTERmvUeuxYDUt8,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622190,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJEaBjycGrNTERohU9KnLaeRc,Asia Palace Hotel,,restaurant,hanoi,VN,"{'lat': 21.0318361, 'lng': 105.855631}","44 Phố Hàng Tre, Lý Thái Tổ",,,,,,,,google_real,,3.9,129.0,ChIJEaBjycGrNTERohU9KnLaeRc,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622192,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJ4WTwt7-rNTERrtk9XfHoICs,SQ Hang Gai Hotel & Spa,,restaurant,hanoi,VN,"{'lat': 21.0315503, 'lng': 105.8493262}",100 Phố Hàng Gai,,,,,,,,google_real,,4.1,530.0,ChIJ4WTwt7-rNTERrtk9XfHoICs,"['spa', 'restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622196,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJB9-zxsGrNTER4S7UnE1n_iU,Hanoi Pomihoa Hotel,,restaurant,hanoi,VN,"{'lat': 21.0307459, 'lng': 105.8566561}",166 Đường Trần Quang Khải,,,,,,,,google_real,,3.8,328.0,ChIJB9-zxsGrNTER4S7UnE1n_iU,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622198,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJuTWrBb6rNTERQjiNtFZ-sz8,Bách Hội Quán,,restaurant,hanoi,VN,"{'lat': 21.0313238, 'lng': 105.8472442}",Phố Đường Thành/57 Phố Hàng Bông,,,,,,,,google_real,,4.0,1.0,ChIJuTWrBb6rNTERQjiNtFZ-sz8,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622203,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJ_aOv3b6rNTER_N2cH7jH10Q,Maison D'Hanoi Boutique Hotel,,restaurant,hanoi,VN,"{'lat': 21.0356454, 'lng': 105.8535603}",35-37 Phố Mã Mây,,,,,,,,google_real,,3.3,167.0,ChIJ_aOv3b6rNTER_N2cH7jH10Q,"['restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622205,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJV8oINcCrNTERZKL8L91c2GM,Shining Central Hotel & Spa,,restaurant,hanoi,VN,"{'lat': 21.0315644, 'lng': 105.8552379}",20 Phố Lò Sũ,,,,,,,,google_real,,4.8,1346.0,ChIJV8oINcCrNTERZKL8L91c2GM,"['spa', 'restaurant', 'lodging', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622207,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJF5qJQL6rNTER5PCg1SoKopo,Bún Chả Đắc Kim,,restaurant,hanoi,VN,"{'lat': 21.0322493, 'lng': 105.8482095}",1 Phố Hàng Mành,,,,,,,,google_real,,3.9,7956.0,ChIJF5qJQL6rNTER5PCg1SoKopo,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622209,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJb9JY5cCrNTER474YbQwIXiI,Phở Mạnh Cường,,restaurant,hanoi,VN,"{'lat': 21.0339734, 'lng': 105.8547932}",23 Phố Hàng Muối,,,,,,,,google_real,,4.2,907.0,ChIJb9JY5cCrNTER474YbQwIXiI,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622213,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJUXuJrcCrNTERdPft08A-9OI,2Q Juice,,restaurant,hanoi,VN,"{'lat': 21.0362137, 'lng': 105.8527795}",so 10 Phố Mã Mây,,,,,,,,google_real,,3.0,2.0,ChIJUXuJrcCrNTERdPft08A-9OI,"['cafe', 'meal_delivery', 'restaurant', 'point_of_interest', 'store', 'food', 'establishment']",2026-05-10T00:44:07.622215,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJPUfyRbCrNTERTxsVKqXafps,5 SPICE RESTAURANT - NGŨ VỊ QUÁN,,restaurant,hanoi,VN,"{'lat': 21.0413884, 'lng': 105.8482406}",27 Phố Hồng Phúc,,,,,,,,google_real,,4.4,401.0,ChIJPUfyRbCrNTERTxsVKqXafps,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622218,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJeXr0U7-rNTERaQ_ohKVot6o,Fresh. Real. Yummy.,,restaurant,hanoi,VN,"{'lat': 21.0361074, 'lng': 105.8522193}",,,,,,,,,google_real,,4.5,2.0,ChIJeXr0U7-rNTERaQ_ohKVot6o,"['restaurant', 'point_of_interest', 'food', 'establishment']",2026-05-10T00:44:07.622225,,mass_20260510_004405,tier1,"1,1","{'lat': 21.0458, 'lng': 105.8522, 'grid_i': 1, 'grid_j': 1}",
google_ChIJKZBH8mCrNTERcnMg_BK7Xas,Xanh Cafe,,cafe,hanoi,VN,"{'lat': 21.0150733, 'lng': 105.8072665}","25 Phố Vũ Ngọc Phan, Láng Hạ",,,,,,,,google_real,,4.2,6.0,ChIJKZBH8mCrNTERcnMg_BK7Xas,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",2026-05-10T00:44:07.683421,,mass_20260510_004405,tier1,"-1,-1","{'lat': 21.0098, 'lng': 105.8162, 'grid_i': -1, 'grid_j': -1}",
google_ChIJETnmnmCrNTERLDs6c-JZ0OE,Rio Cafe Phim 3D,,cafe,hanoi,VN,"{'lat': 21.0158181, 'lng': 105.8058161}",Ngõ 107 Đường Nguyễn Chí Thanh,,,,,,,,google_real,,3.8,102.0,ChIJETnmnmCrNTERLDs6c-JZ0OE,"['cafe', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.683438,,mass_20260510_004405,tier1,"-1,-1","{'lat': 21.0098, 'lng': 105.8162, 'grid_i': -1, 'grid_j': -1}",
google_ChIJQbOQGmOrNTERaZgbFMkoH-U,Kindle Cafe,,cafe,hanoi,VN,"{'lat': 21.0141607, 'lng': 105.8149532}",198 Thái Thịnh/Thái Hà/21L5 Phố Thái Hà,,,,,,,,google_real,,3.8,62.0,ChIJQbOQGmOrNTERaZgbFMkoH-U,"['cafe', 'food', 'point_of_interest', 'establishment']",2026-05-10T00:44:07.683444,,mass_20260510_004405,tier1,"-1,-1","{'lat': 21.0098, 'lng': 105.8162, 'grid_i': -1, 'grid_j': -1}",
google_ChIJ1bxiLWOrNTERGWW2zsa5xxk,Agio Cafe,,cafe,hanoi,VN,"{'lat': 21.0145226, 'lng': 105.8171794}","Tòa nhà Sông Hồng, Ki-ốt 13 tòa nhà A Sông Hồng Park View, 165 Phố Thái Hà",,,,,,,,google_real,,4.1,11.0,ChIJ1bxiLWOrNTERGWW2zsa5xxk,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",2026-05-10T00:44:07.683450,,mass_20260510_004405,tier1,"-1,-1","{'lat': 21.0098, 'lng': 105.8162, 'grid_i': -1, 'grid_j': -1}",
google_ChIJS6rIynyrNTERxm1ZTMtdnhY,Trixie Cafe & Lounge,,cafe,hanoi,VN,"{'lat': 21.0148716, 'lng': 105.8169593}","Toà nhà Sông Hồng, Tầng M, 165 Phố Thái Hà",,,,,,,,google_real,,4.2,667.0,ChIJS6rIynyrNTERxm1ZTMtdnhY,"['night_club', 'cafe', 'liquor_store', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",2026-05-10T00:44:07.683455,,mass_20260510_004405,tier1,"-1,-1","{'lat': 21.0098, 'lng': 105.8162, 'grid_i': -1, 'grid_j': -1}",
google_ChIJTXtng2OrNTERH2nWxUYhOuw,B22 coffee and restaurant,,cafe,hanoi,VN,"{'lat': 21.0161099, 'lng': 105.8140361}","ngõ 22 Cầu vượt Láng Hạ, Khu tập thể Nam Thành Công",,,,,,,,google_real,,3.4,11.0,ChIJTXtng2OrNTERH2nWxUYhOuw,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",2026-05-10T00:44:07.683460,,mass_20260510_004405,tier1,"-1,-1","{'lat': 21.0098, 'lng': 105.8162, 'grid_i': -1, 'grid_j': -1}",
google_ChIJWXV5xZqsNTERJ7QmDGcpV6U,Highlands Coffee Vincom Royal City,,cafe,hanoi,VN,"{'lat': 21.00292409999999, 'lng': 105.8152459}",72A Đường Nguyễn Trãi,,,,,,,,google_real,,4.1,503.0,ChIJWXV5xZqsNTERJ7QmDGcpV6U,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",2026-05-10T00:44:07.683465,,mass_20260510_004405,tier1,"-1,-1","{'lat': 21.0098, 'lng': 105.8162, 'grid_i': -1, 'grid_j': -1}",
